pid	pname	scientificName (gbif)	Normalized name	Details	pfid	phid	Error	kingdom	phylum	class	order	family	genus	species		Synonym 
1689	Thapsia maxima I	Thapsia maxima Miller	Thapsia maxima 	Miller (I)	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Thapsia	Thapsia villosa		Thapsia villosa GBIF 2685484
1690	Thapsia villosa (2n=44)	Thapsia villosa L.	Thapsia villosa 	L. (2n=44)	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Thapsia	Thapsia villosa		#N/A
1691	Theobroma bicolor	Theobroma bicolor Humb. & Bonpl.	Theobroma bicolor	Humb. & Bonpl.	54	1		Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Theobroma	Theobroma bicolor		#N/A
1692	Thevetia peruviana	Thevetia peruviana Merr.	Thevetia peruviana	Merr.	12	1		Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Thevetia	Thevetia peruviana		#N/A
1693	Thryptomene hexandra	Thryptomene hexandra C.T.White	Thryptomene hexandra	C.T.White	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Thryptomene	Thryptomene hexandra		#N/A
1694	Thryptomene oligandra	Thryptomene oligandra F.Muell.	Thryptomene oligandra	F.Muell.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Thryptomene	Thryptomene oligandra		#N/A
1695	Thryptomene parvifolia	Thryptomene parviflora Domin	Thryptomene parviflora	Domin	62	1	Typographical Error in the specific epithet	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Thryptomene	Thryptomene parviflora		#N/A
1696	Thymbra capitata	Thymbra capitata (L.) Cav.	Thymbra capitata	(L.) Cav.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymbra	Thymbra capitata		#N/A
1697	Thymbra spicata	Thymbra spicata L.	Thymbra spicata	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymbra	Thymbra spicata		#N/A
1698	Thymus albicans	Thymus albicans Hoffmanns. & Link	Thymus albicans	Hoffmanns. & Link	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus albicans		#N/A
1699	Thymus algeriensis	Thymus algeriensis Boiss. & Reut.	Thymus algeriensis	Boiss. & Reut.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus algeriensis		#N/A
1700	Thymus algeriensis genuinus	Thymus algeriensis Boiss. & Reut.	unresolved	Boiss. & Reut.	47	1	Entry not found in any database	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus algeriensis		#N/A
1701	Thymus alpigenus	Thymus alpigenus (A.Kern. ex Heinr.Braun) Ronniger	Thymus alpigenus	(A.Kern. ex Heinr.Braun) Ronniger	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus praecox		Thymus praecox GBIF 2685484
1702	Thymus arundanus	Thymus arundanus Willk.	Thymus arundanus	Willk.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus arundanus		#N/A
1703	Thymus atticus	Thymus atticus _elak.	Thymus atticus	_elak.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus atticus		#N/A
1704	Thymus baeticus	Thymus baeticus Boiss. ex Lacaita	Thymus baeticus	Boiss. ex Lacaita	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus baeticus		#N/A
1705	Thymus bracteosus	Thymus bracteosus Vis. ex Benth.	Thymus bracteosus	Vis. ex Benth.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus bracteosus		#N/A
1706	Thymus canoviridis	Thymus canoviridis Jalas	Thymus canoviridis	Jalas	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus canoviridis		#N/A
1707	Thymus capitatus	Thymus L.	Thymus capitatus	Unresolved	47	1	Unspecified author	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus			#N/A
1708	Thymus carnosus	Thymus carnosus Boiss.	Thymus carnosus	Boiss.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus carnosus		#N/A
1709	Thymus caucasicus	Thymus caucasicus subsp. grossheimii (Ronniger) Jalas	Thymus caucasicus	subsp. grossheimii (Ronniger) Jalas	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus praecox		#N/A
1710	Thymus ciliates	Thymus L.	Thymus ciliates	Unresolved	47	1	Entry not found	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus			#N/A
1711	Thymus cilicicus	Thymus cilicicus Boiss. & Balansa	Thymus cilicicus	Boiss. & Balansa	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus cilicicus		#N/A
1712	Thymus daenensis	Thymus daenensis Celak.	Thymus daenensis	Celak.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus daenensis		#N/A
1713	Thymus fallax	Thymus fallax Fisch. & Mey.	Thymus fallax	Fisch. & Mey.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus fallax		#N/A
1714	Thymus fedtschenkoi	Thymus fedtschenkoi Ronniger	Thymus fedtschenkoi	Ronniger	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus fedtschenkoi		#N/A
1715	Thymus fontanesii	Thymus fontanesii Boiss. & Reut.	Thymus fontanesii	Boiss. & Reut.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pallescens		Thymus pallescens GBIF 2685484
1716	Thymus herba-barona	Thymus herba-barona Loisel.	Thymus herba-barona	Loisel.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus herba-barona		#N/A
1717	Thymus hirtus	Thymus hirtus Willd.	Thymus hirtus	Willd.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus willdenowii		#N/A
1718	Thymus kotschyanus	Thymus kotschyanus Boiss. & Hohen.	Thymus kotschyanus	Boiss. & Hohen.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus kotschyanus		#N/A
1719	Thymus leptobotrys	Thymus leptobotrys Murb.	Thymus leptobotrys	Murb.	46	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus maroccanus		Thymus maroccanus GBIF 2685484
1720	Thymus leucostomus	Thymus leucostomus Hausskn. & Velen.	Thymus leucostomus	Hausskn. & Velen.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus leucostomus		#N/A
1721	Thymus longicaulis	Thymus longicaulis C.Presl	Thymus longicaulis	C.Presl	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus longicaulis		#N/A
1722	Thymus mastichina	Thymus mastichina L.	Thymus mastichina	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus mastichina		#N/A
1723	Thymus munbyanus	Thymus munbyanus Boiss. & Reut.	Thymus munbyanus	Boiss. & Reut.	46	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus munbyanus		#N/A
1724	Thymus numidicus	Thymus numidicus Poir.	Thymus numidicus	Poir.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus numidicus		#N/A
1725	Thymus oblongifolius	Thymus oblongifolius Opiz	Thymus oblongifolius	Opiz	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus oblongifolius		#N/A
1726	Thymus pallescens	Thymus pallescens de Noé	Thymus pallescens	de Noé	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pallescens		#N/A
1727	Thymus pallidus	Thymus pallidus Coss. ex Batt.	Thymus pallidus	Coss. ex Batt.	46	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pallidus		#N/A
1728	Thymus pectinatus var. pectinatus	Thymus pectinatus Fisch. & Mey.	Thymus pectinatus 	var. pectinatus Fisch. & Mey.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pectinatus		#N/A
1729	Thymus persicus	Thymus persicus (Ronniger ex Rech.f.) Jalas	Thymus persicus	(Ronniger ex Rech.f.) Jalas	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus persicus		#N/A
1730	Thymus pseudopulegioides	Thymus pseudopulegioides Klokov & Des.-Shost.	Thymus pseudopulegioides	Klokov & Des.-Shost.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus nummularius		Thymus nummularius GBIF 2685484
1731	Thymus pubescens	Thymus pubescens Boiss. & Kotschy ex Celak.	Thymus pubescens	Boiss. & Kotschy ex Celak.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pubescens		#N/A
1732	Thymus pulegioides	Thymus pulegioides L.	Thymus pulegioides	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pulegioides		#N/A
1733	Thymus pulegioides (with lemon odor)	Thymus pulegioides L.	Thymus pulegioides 	L. (with lemon odor)	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus pulegioides		#N/A
1734	Thymus richardii	Thymus richardii Pers.	Thymus richardii	Pers.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus richardii		#N/A
1735	Thymus roegneri	Thymus roegneri K.Koch	Thymus roegneri	K.Koch	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus roegneri		#N/A
1736	Thymus rohlenae	Thymus rohlenae Velen.	Thymus rohlenae	Velen.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus longicaulis		Thymus longicaulis GBIF 2685484
1737	Thymus satureioides	Thymus saturejoides Coss. & Balansa	Thymus saturejoides	Coss. & Balansa	46	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus saturejoides		#N/A
1738	Thymus serpyllum	Thymus serpyllum L.	Thymus serpyllum	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus serpyllum		#N/A
1739	Thymus serpyllum var. serpyllum	Thymus serpyllum var. serpyllum	Thymus serpyllum 	var. serpyllum	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus serpyllum		#N/A
1740	Thymus spinulosus	Thymus spinulosus Ten.	Thymus spinulosus	Ten.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus spinulosus		#N/A
1741	Thymus striatus	Thymus striatus Vahl	Thymus striatus	Vahl	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus striatus		#N/A
1742	Thymus subcollinus	Thymus subcollinus Klokov	Thymus subcollinus	Klokov	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus subcollinus		#N/A
1743	Thymus tosevii var. tosevii	Thymus tosevii Velen.	Thymus tosevii	var. tosevii	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus sibthorpii		Thymus sibthorpii GBIF 2685484
1744	Thymus vulgaris	Thymus vulgaris L.	Thymus vulgaris	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus vulgaris		#N/A
1745	Thymus vulgaris (cultivated)	Thymus vulgaris L.	Thymus vulgaris 	L. cultivated	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus vulgaris		#N/A
1746	Thymus vulgaris (hybrid)	Thymus vulgaris L.	Thymus vulgaris 	L. (hybrid)	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus vulgaris		#N/A
1747	Thymus vulgaris (wild)	Thymus vulgaris L.	Thymus vulgaris 	L. (wild)	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus vulgaris		#N/A
1748	Thymus zygioides var. lycaonicus	Thymus zygioides var. lycaonicus (Celak) Ronniger	Thymus zygioides 	var. lycaonicus (Celak) Ronniger	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus spinulosus		#N/A
1749	Thymus zygis	Thymus zygis L.	Thymus zygis	L.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus zygis		#N/A
1750	Thymus zygis ssp. sylvestris	Thymus zygis subsp. sylvestris (Hoffmanns. & Link) Cout.	Thymus zygis 	subsp. sylvestris (Hoffmanns. & Link) Cout.	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus zygis		#N/A
1751	Tordylium Ketenoglui	Tordylium ketenoglui H.Duman & A.Duran	Tordylium ketenoglui	H.Duman & A.Duran	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Tordylium	Tordylium ketenoglui		#N/A
1752	Tordylium aegyptiacum	Tordylium aegyptiacum Lam.	Tordylium aegyptiacum	Lam.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Tordylium	Tordylium aegyptiacum		#N/A
1753	Tordylium apulum	Tordylium apulum L.	Tordylium apulum	L.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Tordylium	Tordylium apulum		#N/A
1754	Tordylium hasselquistiae	Tordylium hasselquistiae DC.	Tordylium hasselquistiae	DC.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Tordylium	Tordylium hasselquistiae		#N/A
1755	Tordylium lanatum	Tordylium lanatum Boiss.	Tordylium lanatum	Boiss.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Tordylium	Tordylium lanatum		#N/A
1756	Tordylium pestalozzae	Tordylium pestalozzae Boiss.	Tordylium pestalozzae	Boiss.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Tordylium	Tordylium pestalozzae		#N/A
1757	Tordylium pustulosum	Tordylium pustulosum Boiss.	Tordylium pustulosum	Boiss.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Tordylium	Tordylium pustulosum		#N/A
1758	Tordylium syriacum L.	Tordylium syriacum L.	Tordylium syriacum 	L.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Tordylium	Tordylium syriacum		#N/A
1759	Tordylium trachycarpum	Tordylium trachycarpum (Boiss.) Holmboe	Tordylium trachycarpum	(Boiss.) Holmboe	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ainsworthia	Ainsworthia trachycarpa		Ainsworthia trachycarpa GBIF 2685484
1760	Torilis arvensis	Torilis arvensis Link	Torilis arvensis	Link	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Torilis	Torilis arvensis		#N/A
1761	Trachyspermum ammi	Trachyspermum ammi Sprague	Trachyspermum ammi	Sprague	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Trachyspermum	Trachyspermum ammi		#N/A
1762	Trachyspermum roxburghianum	Trachyspermum roxburghianum H.Wolff	Trachyspermum roxburghianum	H.Wolff	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Trachyspermum	Trachyspermum roxburghianum		#N/A
1763	Trinia dalechampii	Trinia dalechampii (Ten.) Janchen	Trinia dalechampii	(Ten.) Janchen	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Trinia	Trinia dalechampii		#N/A
1764	Trinia glauca	Trinia glauca (L.) Dumort.	Trinia glauca	(L.) Dumort.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Trinia	Trinia glauca		#N/A
1765	Tristania neriifolia	Tristania neriifolia (Sims) R.Br.	Tristania neriifolia	(Sims) R.Br.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Tristania	Tristania neriifolia		#N/A
1766	Tristaniopsis collina	Tristaniopsis collina Peter G.Wilson & J.T.Waterh.	Tristaniopsis collina	Peter G.Wilson & J.T.Waterh.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Tristaniopsis	Tristaniopsis collina		#N/A
1767	Tristaniopsis exiliflora	Tristaniopsis exiliflora (F.Muell.) Peter G.Wilson & J.T.Waterh.	Tristaniopsis exiliflora	(F.Muell.) Peter G.Wilson & J.T.Waterh.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Tristaniopsis	Tristaniopsis exiliflora		#N/A
1768	Tristaniopsis laurina	Tristaniopsis laurina (Sm.) Peter G.Wilson & J.T.Waterh.	Tristaniopsis laurina	(Sm.) Peter G.Wilson & J.T.Waterh.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Tristaniopsis	Tristaniopsis laurina		#N/A
1769	Ulva rigida	Ulva rigida C.Agardh	Ulva rigida	C.Agardh	94	1		Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva	Ulva rigida		#N/A
1770	Uvariodendron calophyllum	Uvariodendron calophyllum R.E.Fr.	Uvariodendron calophyllum	R.E.Fr.	9	1		Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Uvariodendron	Uvariodendron calophyllum		#N/A
1771	Valeriana alpestris	Valeriana alpestris Steven	Valeriana alpestris	Steven	96	1		Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana	Valeriana alpestris		#N/A
1772	Valeriana hardwickii	Valeriana hardwickii Wall. ex Roxb.	Valeriana hardwickii	Wall. ex Roxb.	96	1		Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana	Valeriana hardwickii		#N/A
1773	Valeriana jatamansi Jones	Valeriana jatamansi Jones	Valeriana jatamansi	Jones	96	1		Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana	Valeriana jatamansi		#N/A
1774	Valeriana officinalis	Valeriana officinalis L.	Valeriana officinalis	L. (Fino Verde)	96	1		Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana	Valeriana officinalis		#N/A
1775	Valeriana officinalis ssp. Collina	Valeriana officinalis L.	Valeriana officinalis 	L. subsp. Collina	96	1		Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana	Valeriana officinalis		#N/A
1776	Vanillosmopsis erythropappa Schultz-Bip	Vanillosmopsis erythropappa (DC.) Sch.Bip.	Vanillosmopsis erythropappa	(DC.) Sch.Bip.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eremanthus	Eremanthus erythropappus		Eremanthus erythropappus GBIF 2685484
1777	Varthemia persica	Varthemia persica DC.	Varthemia persica	DC.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Varthemia	Varthemia persica		#N/A
1778	Vernonia migeodii	Vernonia migeodii S.Moore	Vernonia migeodii	S.Moore	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Vernoniastrum	Vernoniastrum migeodii		Vernoniastrum migeodii GBIF 2685484
1779	Vernonia perrottettii	Vernonia perrottetii Sch.Bip.	Vernonia perrottetii	Sch.Bip.	15	1	Typographical error in specific epithet	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Vernonia	Vernonia perrottetii		#N/A
1780	Vetiveria zizanioides	Vetiveria zizanioides (L.) Nash	Vetiveria zizanioides	(L.) Nash	76	1		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Chrysopogon	Chrysopogon zizanioides		Chrysopogon zizanioides GBIF 2685484
1781	Vetiveria zizanoides	Vetiveria zizanioides (L.) Nash	Vetiveria zizanioides	(L.) Nash	72	1	Typographical Error and the right spelling already exists; but different pfid	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Chrysopogon	Chrysopogon zizanioides		Chrysopogon zizanioides GBIF 2685484
1782	Viguiera dentata	Viguiera dentata (Cav.) Spreng.	Viguiera dentata	(Cav.) Spreng.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Viguiera	Viguiera dentata		#N/A
1783	Vitex agnus-castusÂ L.	Vitex agnus-castus L.	Vitex agnus-castus	L.	97	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Vitex	Vitex agnus-castus		#N/A
1784	Viticipremna queenslandica	Viticipremna queenslandica Munir	Viticipremna queenslandica	Munir	47	1		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Vitex	Vitex queenslandica		Vitex queenslandica GBIF 2685484
1785	Vitis vinifera	Vitis vinifera L.	Vitis vinifera	L.	98	1		Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Vitis	Vitis vinifera		#N/A
1786	Waterhousea floribunda	Waterhousea floribunda (F.Müll.) B.P.M.Hyland	Waterhousea floribunda	(F.Müll.) B.P.M.Hyland	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium tierneyanum		Syzygium tierneyanum GBIF 2685484
1787	Waterhousea hedraiophylla	Waterhousea hedraiophylla (F.Müll.) B.P.M.Hyland	Waterhousea hedraiophylla	(F.Müll.) B.P.M.Hyland	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium hedraiophyllum		Syzygium hedraiophyllum GBIF 2685484
1788	Waterhousea mulgraveana	Waterhousea mulgraveana B.P.M.Hyland	Waterhousea mulgraveana	B.P.M.Hyland	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium mulgraveanum		Syzygium mulgraveanum GBIF 2685484
1789	Waterhousea unipunctata	Waterhousea unipunctata B.P.M.Hyland	Waterhousea unipunctata	B.P.M.Hyland	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzygium	Syzygium unipunctatum		Syzygium unipunctatum GBIF 2685484
1790	Wedelia chinensis	Wedelia chinensis (Osbeck) Merr.	Wedelia chinensis	(Osbeck) Merr.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sphagneticola	Sphagneticola calendulacea		Sphagneticola calendulacea GBIF 2685484
1791	Wedelia glauca	Wedelia glauca (Ortega) Hoffm. ex Hicken	Wedelia glauca	(Ortega) Hoffm. ex Hicken	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pascalia	Pascalia glauca		Pascalia glauca GBIF 2685484
1792	Wulffia baccata	Wulffia baccata (L.) Kuntze	Wulffia baccata	(L.) Kuntze	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tilesia	Tilesia baccata		Tilesia baccata GBIF 2685484
1793	Xanthium brasilicum	Xanthium brasilicum Vell.	Xanthium brasilicum	Vell.	15	2		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Xanthium	Xanthium strumarium		Xanthium strumarium GBIF 2685484
1794	Xanthium strumarium	Xanthium strumarium Lour.	Xanthium strumarium	Lour.	15	1		Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Xanthium	Xanthium strumarium		#N/A
1795	Xanthogalum purpurascens	Xanthogalum purpurascens Avé-Lall.	Xanthogalum purpurascens	Avé-Lall.	11	1		Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Xanthogalum	Xanthogalum purpurascens		#N/A
1796	Xanthostemon arenarius	Xanthostemon arenarius Peter G.Wilson	Xanthostemon arenarius	Peter G.Wilson	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Xanthostemon	Xanthostemon arenarius		#N/A
1797	Xanthostemon chrysanthus	Xanthostemon chrysanthus F.Muell. ex Benth.	Xanthostemon chrysanthus	F.Muell. ex Benth.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Xanthostemon	Xanthostemon chrysanthus		#N/A
1798	Xanthostemon crenulatus	Xanthostemon crenulatus C.T.White	Xanthostemon crenulatus	C.T.White	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Xanthostemon	Xanthostemon crenulatus		#N/A
1799	Xanthostemon eucalyptoides	Xanthostemon eucalyptoides F.Muell.	Xanthostemon eucalyptoides	F.Muell.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Xanthostemon	Xanthostemon eucalyptoides		#N/A
1800	Xanthostemon formosus	Xanthostemon formosus Peter G.Wilson	Xanthostemon formosus	Peter G.Wilson	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Xanthostemon	Xanthostemon formosus		#N/A
1801	Xanthostemon oppositifolius	Xanthostemon oppositifolius F.M.Bailey	Xanthostemon oppositifolius	F.M.Bailey	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Xanthostemon	Xanthostemon oppositifolius		#N/A
1802	Xanthostemon paradoxus	Xanthostemon paradoxus F.Muell.	Xanthostemon paradoxus	F.Muell.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Xanthostemon	Xanthostemon paradoxus		#N/A
1803	Xanthostemon psidioides	Xanthostemon psidioides (A.Cunn. ex Lindl.) Peter G.Wilson & J.T.Waterh.	Xanthostemon psidioides	(A.Cunn. ex Lindl.) Peter G.Wilson & J.T.Waterh.	62	1		Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Xanthostemon	Xanthostemon psidioides		#N/A
1804	Xanthostemon spp.	Xanthostemon F.Muell.	Xanthostemon spp.	Unresolved	62	1	species not specifically mentioned	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Xanthostemon			#N/A
